Serial No,movie_id,movie_name,year,genre,overview,director,cast,poster_url,rating,votes
1576,tt0260345,Sansar,1987,Drama,"Din Dayal Sharma works as a Head Clerk and lives with his wife, Godavari; 3 sons Vijay, his wife Uma; Shiva and Vidyasagar; and a daughter named Rajni. Their standard of living is middle-class and all three males contribute to thi...",Rama Rao Tatineni,"Rekha, Raj Babbar, Anupam Kher",https://m.media-amazon.com/images/M/MV5BMzNhODAzMDYtMTA1Yy00YTcwLWIyNTgtZjIwYmI0ZWFiMGFjXkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_SX300.jpg,6.9,226
1577,tt3173910,Hasee Toh Phasee,2014,"Comedy, Romance","Nikhil is re-introduced to Meeta nearly ten years after their first meeting. Now, as Nikhil has one week to prove himself worth enough to marry Meeta's sister Karishma, the old acquaintances become quite close to each other.",Vinil Mathew,"Sidharth Malhotra, Parineeti Chopra, Adah Sharma",https://m.media-amazon.com/images/M/MV5BMTQ5NTUyMzE3Ml5BMl5BanBnXkFtZTgwOTI5MDEwMTE@._V1_SX300.jpg,6.8,16678
1578,tt3614516,Ankhon Dekhi,2013,"Comedy, Drama","After a distressing incident, a Delhi man vows to believe only what he can see, but his new ideals soon take his life in extreme directions.",Rajat Kapoor,"Sanjay Mishra, Seema Pahwa, Rajat Kapoor",https://m.media-amazon.com/images/M/MV5BZmFjMDZkZDktNWQ5Yy00YTZiLTlmNGYtNjZjYmMxNjBmNzM0XkEyXkFqcGc@._V1_SX300.jpg,7.9,12996
1579,tt0173283,Swarg,1990,Drama,"Krishna is very loyal to his master and treats him like God. Unfortunately, he gets thrown out of the house and the master becomes a pauper. But loyal Krishna returns to change things for the master.",David Dhawan,"Rajesh Khanna, Govinda, Madhavi",https://m.media-amazon.com/images/M/MV5BYjBkMzA2ODktMGVlOC00N2U1LTkxMWMtZTNhMDRmYWFiYTUwXkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_SX300.jpg,6.7,1741
1580,tt0173369,Tum Mere Ho,1990,"Fantasy, Horror, Romance",Shiva is blessed with magical powers of charming snakes. He falls head-over-heels in love with Paro.,Tahir Hussain,"Aamir Khan, Juhi Chawla, Ajit Vachani",https://m.media-amazon.com/images/M/MV5BMDg2Zjk3MzYtZDdjMy00ZjNkLWI0OTktOGQ4YjQ5OWE0YmQ3XkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_SX300.jpg,3.9,968
1581,tt0289845,Aks,2001,"Action, Crime, Horror","Raghavan Ghatge, a psychotic terrorist, and Manu Verma, the cop who tracks him down, shoot each other simultaneously, the result being that Raghavan's soul is transferred into Verma's body and vice versa.",Rakeysh Omprakash Mehra,"Amitabh Bachchan, Raveena Tandon, Manoj Bajpayee",https://m.media-amazon.com/images/M/MV5BMTUxOTg1MjQ1NF5BMl5BanBnXkFtZTYwNTc0NDc2._V1_SX300.jpg,5.8,1795
1582,tt0239246,Avinash,1986,"Action, Crime, Drama","A dealer of stolen goods and a singer, Avinash finds his life turned upside down when goons break into his house, assault his fiancée, Dr. Sapna, and his brother, Sumit; kill his mother; abduct and then torture him in order to com...",Umesh Mehra,"Mithun Chakraborty, Poonam Dhillon, Bindiya Goswami",https://m.media-amazon.com/images/M/MV5BMDQ5OWVlZTctMTAwZS00NDU2LTgxZDItNzdmNTFkNGVjY2Y1XkEyXkFqcGc@._V1_SX300.jpg,6.3,72
1583,tt0234054,Kranti,1981,"Action, Adventure, Drama","Sanga, a devout employee of Raja Laxman Singh, is falsely accused of killing him. He escapes prison and forms a group of revolutionaries with the sole aim of driving the British out of India.",Manoj Kumar,"Dilip Kumar, Manoj Kumar, Shashi Kapoor",https://m.media-amazon.com/images/M/MV5BOTQzNTQwMGYtNWI2OS00MTg4LTlhYmEtYmY1NzBjYjZhYmUxXkEyXkFqcGc@._V1_SX300.jpg,7.3,1115
1584,tt2012576,Bubble Gum,2011,Drama,"A teenager faces interfering parents, a sibling, and a rival for the girl he loves.",Sanjivan Lal,"Apoorva Arora, Tanvi Azmi, Delzad Hiwale",https://m.media-amazon.com/images/M/MV5BMmQ3NDMyYmMtY2JmYy00N2EyLWEwZmUtZTc3NDI0YmIwMWFkXkEyXkFqcGc@._V1_SX300.jpg,7.3,490
1585,tt1245774,Jail,2009,Drama,"Remanded to policy custody, a man reviews his options in an overcrowded jail while awaiting trial.",Madhur Bhandarkar,"Manoj Bajpayee, Neil Nitin Mukesh, Atul Kulkarni",https://m.media-amazon.com/images/M/MV5BMjdmZWVmNTMtMTBkOC00NDY4LTg4ZGUtOWY1M2EwMmNhZGNmXkEyXkFqcGc@._V1_SX300.jpg,6.2,1410
1586,tt1230165,Rock On!!,2008,"Drama, Music",Four friends reunite to relive their moments of glory as a rock band.,Abhishek Kapoor,"Arjun Rampal, Farhan Akhtar, Luke Kenny",https://m.media-amazon.com/images/M/MV5BMTM2NjIwODc4N15BMl5BanBnXkFtZTcwMDgwMzM4MQ@@._V1_SX300.jpg,7.7,23015
1587,tt2354407,Teri Meri Kahaani,2012,"Comedy, Drama, Romance","The true love between a couple in 1910, 1960 and 2012. Their love is so strong that even destiny wants to bring them together.",Kunal Kohli,"Shahid Kapoor, Priyanka Chopra Jonas, Prachi Desai",https://m.media-amazon.com/images/M/MV5BMjAwNzY3NTc2NF5BMl5BanBnXkFtZTcwNTUwMTE3Nw@@._V1_SX300.jpg,4.9,4312
1588,tt1395025,Agent Vinod,2012,"Action, Adventure, Thriller",A series of seemingly unconnected events across the world leads to Agent Vinod undertaking a globe-trotting mission to discover why his colleague was murdered.,Sriram Raghavan,"Kareena Kapoor, Saif Ali Khan, Ravi Kishan",https://m.media-amazon.com/images/M/MV5BNTUwODA5MGEtMjQ0NS00ZGM4LWJiYjItZTZjNzI4OTBlZThhXkEyXkFqcGc@._V1_SX300.jpg,5.2,8204
1589,tt0248216,Na Tum Jaano Na Hum,2002,"Comedy, Drama, Musical",A romantically inclined couple decide to get to know each other through letters without disclosing their identities.,Arjun Sablok,"Hrithik Roshan, Saif Ali Khan, Esha Deol",https://m.media-amazon.com/images/M/MV5BYTU0NTcyZmMtNjI0MC00ZDJhLWJlYzAtMDdhNjY1Yjg2YmRhXkEyXkFqcGc@._V1_SX300.jpg,4.9,3085
1590,tt1034449,Kidnap,2008,"Action, Crime, Drama",A kidnapper has to settle a personal score with an influential businessman whose daughter he has kidnapped.,Sanjay Gadhvi,"Sanjay Dutt, Imran Khan, Minissha Lamba",https://m.media-amazon.com/images/M/MV5BYWNjMGFkZmItNTEwMC00NWUxLTlmYTMtM2Q0Y2FhNjIzMTlhXkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_SX300.jpg,4.6,2579
1591,tt21030584,Bad Egg,2022,"Short, Drama, Thriller","Zoya receives a disturbing call from her mother - her sister Zara has gone missing during the pandemic. Surprisingly, Zoya isn't rattled enough. She's hiding something, all of which leads back to the fateful night of a party. Thro...",Mehak Jamal,"Zoya Hussain, Akshay Oberoi, Jim Sarbh",https://m.media-amazon.com/images/M/MV5BNmMyZDQ0OTItYmUwNy00NWFhLWJjMGItZTMwMjM2NWIxMDFhXkEyXkFqcGdeQXVyODgzODQ5NzY@._V1_SX300.jpg,7.1,7
1592,tt12997998,Wishlist,2020,Drama,A couple lived 7 years of their married lives planning for their future but one incident brings their world upside down. That's the moment they decide to live their lives and embark on a long wishlist trip to live each moment of l...,Rahhat Shah Kazmi,"Hina Khan, Jitendra Rai, Monica Aggarwal",https://m.media-amazon.com/images/M/MV5BMGIxNjQ3NzktNWZhOC00ODA3LWI1OGMtZDQzY2MwYTQ2MzRiXkEyXkFqcGdeQXVyOTcyNzczMjE@._V1_SX300.jpg,4.3,185
1593,tt7700730,October,2018,"Drama, Romance",A group of interns are going through the usual grind when suddenly an accident changes their lives. The protagonist can't get let go of it and becomes obsessed with it. What does it all lead to? Is it love or something else?,Shoojit Sircar,"Varun Dhawan, Banita Sandhu, Gitanjali Rao",https://m.media-amazon.com/images/M/MV5BZWNkMDYwNzItMzE4NS00Y2U2LWJmYjUtMjZkOGNjZmFjOTA3XkEyXkFqcGc@._V1_SX300.jpg,7.6,19685
1594,tt3495030,My Big Fat Bride,2015,"Comedy, Drama, Romance",Prem and his oversized wife Sandhya are supposed to spend a lifetime together. Will a regular arranged marriage turn out to be a perfect mismatch?,Sharat Katariya,"Bhumi Pednekar, Ayushmann Khurrana, Sanjay Mishra",https://m.media-amazon.com/images/M/MV5BMTU4NDY2NjgxOV5BMl5BanBnXkFtZTgwMjk2NTYyNTM@._V1_SX300.jpg,7.5,21462
1595,tt0102746,Kurbaan,1991,"Action, Drama, Romance","Maan Singh and Prithvi Singh's families have been locked in a property dispute in a court in India. When the Court gives a verdict in favor of Prithvi, Maan hires a bandit named Panna Singh to kill Prithvi and all of his family.",Deepak Bahry,"Sunil Dutt, Kabir Bedi, Salman Khan",https://m.media-amazon.com/images/M/MV5BYzY2M2U2NjYtMTYzZS00MDNjLWFhZGUtMjBkYzMxZTQzNzcyXkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_SX300.jpg,4.2,622
1596,tt0231150,Anita,1967,"Musical, Thriller, Mystery","After his ex-fiancée's sudden and mysterious suicide, a jilted bridegroom seeks answers. What he finds, makes him question if he ever really knew her. And then he begins to see her face everywhere he goes.",Raj Khosla,"Sadhana Shivdasani, Manoj Kumar, I.S. Johar",https://m.media-amazon.com/images/M/MV5BYTE2NGVlYTItYzExNS00MDI1LTliNzEtNzY4YWI2YThhZTljXkEyXkFqcGdeQXVyMDkwNTkwNg@@._V1_SX300.jpg,6.3,160
1597,tt0083081,Silsila,1981,"Drama, Family, Romance","SILSILA is a love story, thwarted by society's demands, which reappears as adultery but can it survive in the face of society?",Yash Chopra,"Amitabh Bachchan, Rekha, Jaya Bachchan",https://m.media-amazon.com/images/M/MV5BMTZhNGIwNzktOWFmNy00NzNhLWFkNGItNGQ2ZTMwYmQ4ZTczXkEyXkFqcGc@._V1_SX300.jpg,7.2,3288
1598,tt1202540,Dil Bole Hadippa,2009,"Comedy, Drama, Romance","In a village where girls don't play cricket, Veera puts on a turban and beard and becomes Veer to fulfill her dreams and meets Rohan. And fun begins.",Anurag Singh,"Shahid Kapoor, Rani Mukerji, Anupam Kher",https://m.media-amazon.com/images/M/MV5BNTNmNTFkN2UtYThiNy00ZWUwLTkzN2UtYWY2MmNmYTdlOWUxXkEyXkFqcGc@._V1_SX300.jpg,4.7,4805
1599,tt0157882,Kamla Ki Maut,1989,Drama,"Kamla Ki Maut is a 1989 Hindi drama film directed by Basu Chatterjee. The film set in Mumbai, deals with issue of love, pre-marital sex and relationships in modern India.",Basu Chatterjee,"Pankaj Kapur, Supriya Pathak, Roopa Ganguly",https://m.media-amazon.com/images/M/MV5BZjVlZDQxNTctNTllMS00ZGUxLTg5ZGYtYmExZjM3NGYwYmMwXkEyXkFqcGdeQXVyNjY1MTg4Mzc@._V1_SX300.jpg,7.5,250
1600,tt18561736,The Great Indian Family,2023,Family,"Ved Vyas Tripathi, aka Bhajan Kumar, is a devout Hindu man who faces an identity crisis and a personal dilemma when he discovers he is actually a Muslim by birth.",Vijay Krishna Acharya,"Vicky Kaushal, Manushi Chhillar, Kumud Mishra",https://m.media-amazon.com/images/M/MV5BMjY5Mzg4MTMtNjFkOS00NTA3LTk3NTQtNzdmNzlkOTJjZDZkXkEyXkFqcGc@._V1_SX300.jpg,5.6,6959
1601,tt21818782,Tehran,2024,"Action, Thriller",Not Available,Arun Gopalan,"John Abraham, Manushi Chhillar, Hadi Khanjanpour",https://m.media-amazon.com/images/M/MV5BMjAxZDgxNzgtZjQwNi00OWE3LThlNTItNTliNzM5OTRmMGZjXkEyXkFqcGc@._V1_SX300.jpg,Not Available,30
1602,tt15281704,Kuttey,2023,"Action, Comedy, Crime",A van carrying cash on a rainy night in the outskirts of Mumbai is the crosshairs of three separate gangs all with the same plan. Now that they've crossed paths who will survive?,Aasmaan Bhardwaj,"Tabu, Arjun Kapoor, Naseeruddin Shah",https://m.media-amazon.com/images/M/MV5BZDQyOWI0ZjctZTc0OS00NzBmLWE3NjAtYTU0ZjRhNDhiMThmXkEyXkFqcGc@._V1_SX300.jpg,5.5,10982
1603,tt7670556,The Game,2013,"Animation, Action, Adventure",Not Available,Suhas D. Kadav,Saurav Chakraborty,https://m.media-amazon.com/images/M/MV5BMjIwMjM4MDk2N15BMl5BanBnXkFtZTcwNDg5OTcwOQ@@._V1_SX300.jpg,Not Available,Not Available
1604,tt10230422,Class of '83,2020,"Action, Crime, Drama",The story of an upright policeman-turned-trainer whose wards deal with various complexities.,Atul Sabharwal,"Bobby Deol, Anup Soni, Joy Sengupta",https://m.media-amazon.com/images/M/MV5BYTllY2RiOTItMDg1My00NzcyLTlmOGUtODI3OTkzZjc1N2U2XkEyXkFqcGc@._V1_SX300.jpg,5.8,6057
1605,tt12498060,Kriya,2020,"Drama, Fantasy, Horror","KRIYA is the nightmare odyssey of a young DJ named Neel who is picked up one fateful night by the beautiful Sitara, only to be thrust into a hallucinatory world of ritual magic surrounding the imminent death of her father.",Sidharth Srinivasan,"Avantika Akerkar, M.D. Asif, Kishan Bahurupiya",https://m.media-amazon.com/images/M/MV5BOWFkYmM3M2QtNzRlNi00NjJkLThlOGEtMjYxNjdkNDY0MTg5XkEyXkFqcGc@._V1_SX300.jpg,4.9,144
1606,tt11924110,Ladki: Enter the Girl Dragon,2022,"Action, Drama, Romance","The love triangle between the female, her boyfriend and her inspiration towards martial arts.","Jing Liu, Ram Gopal Varma","Pooja Bhalekar, Miya Muqi, Rajpal Naurang Yadav",https://m.media-amazon.com/images/M/MV5BMGMzYmU5YTItYzZkOS00ZmM5LTg2ZjQtMGU3OTNiN2Y4YWU3XkEyXkFqcGc@._V1_SX300.jpg,3.7,449
1607,tt0267130,Yodha,1991,"Action, Drama",Karan a respected lawyer has many enemies including Suraj due to his honesty.Justice Agnihotri is Karan's idol but conducts his illegal activities by name of Daga.Daga takes advantage of Karan and Suraj's rivalry making them sore ...,Rahul Rawail,"Sunny Deol, Sanjay Dutt, Sangeeta Bijlani",https://m.media-amazon.com/images/M/MV5BNzlkZTJmYWMtODJiYi00NzNkLTkyYTctNTczMzZhZWU4Njc1XkEyXkFqcGc@._V1_SX300.jpg,4.5,290
1608,tt4707940,Miss Tanakpur Haazir Ho,2015,"Comedy, Crime, Family","Miss Tanakpur is a political satire that unfolds in the backdrop of a Love-story set in a village of Haryana. In the villages of Haryana the Pradhans in general have insurmountable powers. The Pradhan of Tanakpur, Sualal Gandas is...","Vinod Kapri, Anup Das","Rahul Bagga, Hrishitaa Bhatt, Ankur Dabas",https://m.media-amazon.com/images/M/MV5BMTk3NTkxNzc5N15BMl5BanBnXkFtZTgwNjY3NzM5NTE@._V1_SX300.jpg,5.3,369
1609,tt0215132,Rocky,1981,"Action, Romance","Shankar a union leader looses his life in accident at work site while he was fighting with his boss Ratanlal for rights of workers,Ratanlal decides to agree on Shankar's demands after his death with due respect.But JD and Ram Avta...","Sunil Dutt, Raj Khosla","Sanjay Dutt, Reena Roy, Tina Ambani",https://m.media-amazon.com/images/M/MV5BNmVjYjI3MGQtOWFhYy00OGI5LWFlZGEtMjk5NDViN2UxNzk3XkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_SX300.jpg,6.5,660
1610,tt0391079,Dil Pardesi Ho Gayaa,2003,"Romance, Drama",Major Ram is one of the soldiers from the Indian army who is involve in the war between India and Pakistan; when he is abducted and held as hostage by the Pakistani army the Indian government are unable to compromise due to the fe...,Saawan Kumar Tak,"Kapil Jhaveri, Saloni Aswani, Amrish Puri",https://m.media-amazon.com/images/M/MV5BYmMzN2M1MjEtZmQ3ZC00MmQ1LWFhZjktOTFmZjcyMjQzZjYzXkEyXkFqcGdeQXVyNjQwMTMzNjM@._V1_SX300.jpg,4.9,109
1611,tt0094958,Dayavan,1988,"Action, Crime, Drama","The story of Dayavan, a benevolent gangster who dedicates his life to helping those less fortunate than himself.",Feroz Khan,"Vinod Khanna, Feroz Khan, Amala Akkineni",https://m.media-amazon.com/images/M/MV5BOGViMjA2YTUtNzkyMS00MzgwLWEzZGMtODc1MDE2MTRmZDBiXkEyXkFqcGc@._V1_SX300.jpg,6.4,662
1612,tt2635622,The Attacks of 26/11,2013,"Action, Crime, Drama","The real story of ten terrorists, who sailed to Mumbai and waged war on the populace for the next 72 hours.",Ram Gopal Varma,"Nana Patekar, Atul Kulkarni, Sanjeev Jaiswal",https://m.media-amazon.com/images/M/MV5BYzMyY2QwODEtOTkwMC00OWYwLWI4NWMtYzRhMWQ5NGIwODFmXkEyXkFqcGc@._V1_SX300.jpg,6.9,5631
1613,tt0231827,Johar-Mehmood in Goa,1965,"Action, Adventure, Comedy","Mary and Peter fall in love with each other and are about to get married, when Peter is asked to re-join his regiment to go to war. Shortly thereafter, he is missing, believed to be dead, leaving behind a devastated Mary who subse...",I.S. Johar,"Mehmood, Simi Garewal, I.S. Johar",https://m.media-amazon.com/images/M/MV5BMjg0OWY4NzYtOWZhOC00ZjU3LThhZmItNzk1Nzc1NGQxODJhXkEyXkFqcGc@._V1_SX300.jpg,7.0,56
1614,tt0430589,Shaadi Karke Phas Gaya Yaar,2006,"Comedy, Drama, Romance","Ayaan tricks a model into marrying him, when she leaves her diary in his family's garage, allowing him to follow her around.",K.S. Adiyaman,"Salman Khan, Shilpa Shetty Kundra, Reema Lagoo",https://m.media-amazon.com/images/M/MV5BNDRhNzUxYzEtYzhiOC00ZTc1LWFiMDQtZTIxNWYwMWQ3YzljXkEyXkFqcGc@._V1_SX300.jpg,4.0,1494
1615,tt0172519,Guddu,1995,"Drama, Romance","When Guddu and Salina end up in a car accident, Salina loses her sight. Guddu soon finds out that he has a brain tumour, and decides to donate his eyes to Salina.",Prem Lalwani,"Deepti Naval, Mukesh Khanna, Manisha Koirala",https://m.media-amazon.com/images/M/MV5BMTYxNDYxNzY4N15BMl5BanBnXkFtZTcwNDM2ODgzMQ@@._V1_SX300.jpg,4.1,2602
1616,tt0121989,Baazi,1995,"Action, Thriller, Crime",A tough and honest police officer wages a one-man war against terrorists and a corrupt politician who have planned to assassinate the chief minister of the state.,Ashutosh Gowariker,"Aamir Khan, Mamta Kulkarni, Paresh Rawal",https://m.media-amazon.com/images/M/MV5BYzY3NzNiMzYtMzkxMi00NjI5LTg0YjctNWQwYjFmYmZhNDIyXkEyXkFqcGc@._V1_SX300.jpg,6.4,2639
1617,tt0250415,Har Dil Jo Pyar Karega...,2000,"Comedy, Drama, Musical",Raj is a struggling singer with big dreams who is still waiting for his big break. One night he witnesses an accident where a car spins out of control and lands on the tracks of an on-coming train. Raj runs over to the wreckage an...,Raj Kanwar,"Salman Khan, Preity G Zinta, Rani Mukerji",https://m.media-amazon.com/images/M/MV5BOWI3M2RmMTktMjFiYi00MWZmLTgzYTYtZDdmZjUxYmI1ZTI0XkEyXkFqcGc@._V1_SX300.jpg,5.1,4939
1618,tt2278422,Kamaal Dhamaal Malamaal,2012,"Comedy, Drama","Jhonny is often fooled by villagers as he is fit for nothing. He is in love with Maria but is often targeted by her brothers. Then enters Sam, who will be like a Samaritain to Jhonny's family.",Priyadarshan,"Nana Patekar, Shreyas Talpade, Om Puri",https://m.media-amazon.com/images/M/MV5BMjIwNDY3NTE3OV5BMl5BanBnXkFtZTcwMDUxNjU0OA@@._V1_SX300.jpg,4.3,887
1619,tt0339936,Zamane Se Kya Darna,1994,"Action, Drama, Romance","Virendra Singh lives wealthy lifestyle in Bommbay, India, along with his wife, Shalini, and son, Vikram. He gambles on Diwali, loses all his money, borrows a large amount from his friend, Gajendra Singh, ends up losing this too, a...",Bobby Raj,"Sanjay Dutt, Raveena Tandon, Alok Nath",https://m.media-amazon.com/images/M/MV5BMjA4MzE5NTgyMl5BMl5BanBnXkFtZTcwMzEyNDE0MQ@@._V1_SX300.jpg,5.8,90
1620,tt0248135,Khudgarz,1987,Drama,"Sita Sinha watches as her young son, Bihari fights another young, wealthy lad, Amar for spattering dirt on his body using his car. Sita then intervene, separates both, take them to her house only to make them embrace each other wh...",Rakesh Roshan,"Jeetendra, Shatrughan Sinha, Bhanupriya",https://m.media-amazon.com/images/M/MV5BYjYzMDA5MWUtY2Y0Yi00MzliLTkxMjYtNWUxMDM4MGFmODRiXkEyXkFqcGc@._V1_SX300.jpg,5.9,380
1621,tt0157460,Chitchor,1976,"Drama, Romance",Geeta ends up with two suitors after her father goes to bring home a prospective groom and mistakenly picks up the wrong man.,Basu Chatterjee,"Amol Palekar, Zarina Wahab, Vijayendra Ghatge",https://m.media-amazon.com/images/M/MV5BMjEzNDU4NzUwNV5BMl5BanBnXkFtZTgwODYwOTk1MDE@._V1_SX300.jpg,7.4,739
1622,tt0074503,An Evening in Paris,1967,"Musical, Romance, Thriller","After being left brokenhearted several times, wealthy, beautiful Deepa travels to City of Love Paris to live in her palatial house and meets Shyam (Sam), an Indian who is fascinated by her beauty. She tries to ignore him and final...",Shakti Samanta,"Shammi Kapoor, Sharmila Tagore, Sarita",https://m.media-amazon.com/images/M/MV5BMGYzODFhZTQtMWE0My00NTA3LWFlYzEtYmYyYjNlNjU1MTJiXkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_SX300.jpg,6.5,393
1623,tt1907761,Stanley Ka Dabba,2011,"Comedy, Drama, Family","A school-teacher, who forces children to share their food with him, forbids one from entering the school until he brings his own Tiffin/Lunch-box.","Amole Gupte, Mukesh Kumar","Partho A. Gupte, Numaan Sheikh, Abhishek Reddy",https://m.media-amazon.com/images/M/MV5BMzQ0MTY4MDgtMTQxZi00NTc3LTg1OTUtNjYyNzYzOTZlZGY2XkEyXkFqcGc@._V1_SX300.jpg,7.8,7820
1624,tt0278291,Ajnabee,2001,"Action, Crime, Drama","A newlywed couple, Raj and Priya, move to Switzerland and become friends with their new neighbors, Vicky and Sonia. But one day, Raj is accused of Sonia's murder and goes on the run in order to prove his innocence.","Abbas Alibhai Burmawalla, Mastan Alibhai Burmawalla","Akshay Kumar, Bobby Deol, Kareena Kapoor",https://m.media-amazon.com/images/M/MV5BMjE3ZmFiOGQtY2U4Ni00YTM4LTk3NTItNzQ3MDg2MmVkMjM2XkEyXkFqcGc@._V1_SX300.jpg,6.3,9306
1625,tt0488906,Zinda,2006,"Action, Drama, Mystery","A man, taken and locked up for 14 years without any sane reason, is suddenly released, and has 4 days to figure out why this was done to him.",Sanjay Gupta,"Sanjay Dutt, John Abraham, Lara Dutta",https://m.media-amazon.com/images/M/MV5BY2M2ZDU0NWYtOWIyNy00OTc1LTkyNTctMjM4MDYyYzQzMjFiXkEyXkFqcGc@._V1_SX300.jpg,4.9,3824
